"year";"plot";"subplot";"metric";"value";"type"
2015;3;"C2";"evenness";4,59509311413181;"observed"
2016;3;"C2";"evenness";3,15427986220279;"observed"
2017;3;"C2";"evenness";5,28100582633405;"observed"
2018;3;"C2";"evenness";2,27402539989211;"observed"
2019;3;"C2";"evenness";1,72117694220358;"observed"
2015;4;"C2";"evenness";8,98366070511765;"observed"
2016;4;"C2";"evenness";2,98775769182548;"observed"
2017;4;"C2";"evenness";1,91407712027386;"observed"
2018;4;"C2";"evenness";2,35299425282909;"observed"
2019;4;"C2";"evenness";1,93736379517116;"observed"
2015;5;"C2";"evenness";4,00419058125338;"observed"
2016;5;"C2";"evenness";2,39077377742517;"observed"
2017;5;"C2";"evenness";1,60892376531934;"observed"
2018;5;"C2";"evenness";1,90636149797315;"observed"
2019;5;"C2";"evenness";1,78838887961749;"observed"
2015;6;"C2";"evenness";3,06285866775302;"observed"
2016;6;"C2";"evenness";3,7723245178691;"observed"
2017;6;"C2";"evenness";4,45708220568602;"observed"
2018;6;"C2";"evenness";1,275096721827;"observed"
2019;6;"C2";"evenness";1,58155439203379;"observed"
2015;7;"C2";"evenness";1;"observed"
2016;7;"C2";"evenness";2,02996586178228;"observed"
2017;7;"C2";"evenness";1,97962633005252;"observed"
2018;7;"C2";"evenness";1;"observed"
2019;7;"C2";"evenness";4,75192506506348;"observed"
2015;8;"C2";"evenness";1,07177416309583;"observed"
2016;8;"C2";"evenness";4,64008817364074;"observed"
2017;8;"C2";"evenness";1,5691925832142;"observed"
2018;8;"C2";"evenness";1;"observed"
2019;8;"C2";"evenness";4,26142594087446;"observed"
2015;9;"C2";"evenness";1,26338125030273;"observed"
2016;9;"C2";"evenness";4,92593669483027;"observed"
2017;9;"C2";"evenness";1;"observed"
2018;9;"C2";"evenness";1;"observed"
2019;9;"C2";"evenness";3,89532045153428;"observed"
2015;1;"C3";"evenness";5,15262394440924;"observed"
2016;1;"C3";"evenness";2,68487707526378;"observed"
2017;1;"C3";"evenness";2,44719373148199;"observed"
2018;1;"C3";"evenness";1,13899682801026;"observed"
2019;1;"C3";"evenness";1,57314807664611;"observed"
2015;2;"C3";"evenness";7,11972061962288;"observed"
2016;2;"C3";"evenness";3,99595916519844;"observed"
2017;2;"C3";"evenness";3,11931671590012;"observed"
2018;2;"C3";"evenness";1,19412703122239;"observed"
2019;2;"C3";"evenness";2,15088617038261;"observed"
2015;3;"C3";"evenness";4,59509311413181;"observed"
2016;3;"C3";"evenness";3,15427986220279;"observed"
2017;3;"C3";"evenness";5,28100582633405;"observed"
2018;3;"C3";"evenness";2,27402539989211;"observed"
2019;3;"C3";"evenness";1,72117694220358;"observed"
2015;4;"C3";"evenness";8,98366070511765;"observed"
2016;4;"C3";"evenness";2,98775769182548;"observed"
2017;4;"C3";"evenness";1,91407712027386;"observed"
2018;4;"C3";"evenness";2,35299425282909;"observed"
2019;4;"C3";"evenness";1,93736379517116;"observed"
2015;5;"C3";"evenness";4,00419058125338;"observed"
2016;5;"C3";"evenness";2,39077377742517;"observed"
2017;5;"C3";"evenness";1,60892376531934;"observed"
2018;5;"C3";"evenness";1,90636149797315;"observed"
2019;5;"C3";"evenness";1,78838887961749;"observed"
2015;6;"C3";"evenness";3,06285866775302;"observed"
2016;6;"C3";"evenness";3,7723245178691;"observed"
2017;6;"C3";"evenness";4,45708220568602;"observed"
2018;6;"C3";"evenness";1,275096721827;"observed"
2019;6;"C3";"evenness";1,58155439203379;"observed"
2015;7;"C3";"evenness";1;"observed"
2016;7;"C3";"evenness";2,02996586178228;"observed"
2017;7;"C3";"evenness";1,97962633005252;"observed"
2018;7;"C3";"evenness";1;"observed"
2019;7;"C3";"evenness";4,75192506506348;"observed"
2015;8;"C3";"evenness";1,07177416309583;"observed"
2016;8;"C3";"evenness";4,64008817364074;"observed"
2017;8;"C3";"evenness";1,5691925832142;"observed"
2018;8;"C3";"evenness";1;"observed"
2019;8;"C3";"evenness";4,26142594087446;"observed"
2015;9;"C3";"evenness";1,26338125030273;"observed"
2016;9;"C3";"evenness";4,92593669483027;"observed"
2017;9;"C3";"evenness";1;"observed"
2018;9;"C3";"evenness";1;"observed"
2019;9;"C3";"evenness";3,89532045153428;"observed"
2015;1;"C4";"evenness";5,15262394440924;"observed"
2016;1;"C4";"evenness";2,68487707526378;"observed"
2017;1;"C4";"evenness";2,44719373148199;"observed"
2018;1;"C4";"evenness";1,13899682801026;"observed"
2019;1;"C4";"evenness";1,57314807664611;"observed"
2015;2;"C4";"evenness";7,11972061962288;"observed"
2016;2;"C4";"evenness";3,99595916519844;"observed"
2017;2;"C4";"evenness";3,11931671590012;"observed"
2018;2;"C4";"evenness";1,19412703122239;"observed"
2019;2;"C4";"evenness";2,15088617038261;"observed"
2015;3;"C4";"evenness";4,59509311413181;"observed"
2016;3;"C4";"evenness";3,15427986220279;"observed"
2017;3;"C4";"evenness";5,28100582633405;"observed"
2018;3;"C4";"evenness";2,27402539989211;"observed"
2019;3;"C4";"evenness";1,72117694220358;"observed"
2015;4;"C4";"evenness";8,98366070511765;"observed"
2016;4;"C4";"evenness";2,98775769182548;"observed"
2017;4;"C4";"evenness";1,91407712027386;"observed"
2018;4;"C4";"evenness";2,35299425282909;"observed"
2019;4;"C4";"evenness";1,93736379517116;"observed"
2015;5;"C4";"evenness";4,00419058125338;"observed"
2016;5;"C4";"evenness";2,39077377742517;"observed"
2017;5;"C4";"evenness";1,60892376531934;"observed"
2018;5;"C4";"evenness";1,90636149797315;"observed"
2019;5;"C4";"evenness";1,78838887961749;"observed"
2015;6;"C4";"evenness";3,06285866775302;"observed"
2016;6;"C4";"evenness";3,7723245178691;"observed"
2017;6;"C4";"evenness";4,45708220568602;"observed"
2018;6;"C4";"evenness";1,275096721827;"observed"
2019;6;"C4";"evenness";1,58155439203379;"observed"
2015;7;"C4";"evenness";1;"observed"
2016;7;"C4";"evenness";2,02996586178228;"observed"
2017;7;"C4";"evenness";1,97962633005252;"observed"
2018;7;"C4";"evenness";1;"observed"
2019;7;"C4";"evenness";4,75192506506348;"observed"
2015;8;"C4";"evenness";1,07177416309583;"observed"
2016;8;"C4";"evenness";4,64008817364074;"observed"
2017;8;"C4";"evenness";1,5691925832142;"observed"
2018;8;"C4";"evenness";1;"observed"
2019;8;"C4";"evenness";4,26142594087446;"observed"
2015;9;"C4";"evenness";1,26338125030273;"observed"
2016;9;"C4";"evenness";4,92593669483027;"observed"
2017;9;"C4";"evenness";1;"observed"
2018;9;"C4";"evenness";1;"observed"
2019;9;"C4";"evenness";3,89532045153428;"observed"
2015;1;"C5";"evenness";5,15262394440924;"observed"
2016;1;"C5";"evenness";2,68487707526378;"observed"
2017;1;"C5";"evenness";2,44719373148199;"observed"
2018;1;"C5";"evenness";1,13899682801026;"observed"
2019;1;"C5";"evenness";1,57314807664611;"observed"
2015;2;"C5";"evenness";7,11972061962288;"observed"
2016;2;"C5";"evenness";3,99595916519844;"observed"
2017;2;"C5";"evenness";3,11931671590012;"observed"
2018;2;"C5";"evenness";1,19412703122239;"observed"
2019;2;"C5";"evenness";2,15088617038261;"observed"
2015;3;"C5";"evenness";4,59509311413181;"observed"
2016;3;"C5";"evenness";3,15427986220279;"observed"
2017;3;"C5";"evenness";5,28100582633405;"observed"
2018;3;"C5";"evenness";2,27402539989211;"observed"
2019;3;"C5";"evenness";1,72117694220358;"observed"
2015;4;"C5";"evenness";8,98366070511765;"observed"
2016;4;"C5";"evenness";2,98775769182548;"observed"
2017;4;"C5";"evenness";1,91407712027386;"observed"
2018;4;"C5";"evenness";2,35299425282909;"observed"
2019;4;"C5";"evenness";1,93736379517116;"observed"
2015;5;"C5";"evenness";4,00419058125338;"observed"
2016;5;"C5";"evenness";2,39077377742517;"observed"
2017;5;"C5";"evenness";1,60892376531934;"observed"
2018;5;"C5";"evenness";1,90636149797315;"observed"
2019;5;"C5";"evenness";1,78838887961749;"observed"
2015;6;"C5";"evenness";3,06285866775302;"observed"
2016;6;"C5";"evenness";3,7723245178691;"observed"
2017;6;"C5";"evenness";4,45708220568602;"observed"
2018;6;"C5";"evenness";1,275096721827;"observed"
2019;6;"C5";"evenness";1,58155439203379;"observed"
2015;7;"C5";"evenness";1;"observed"
2016;7;"C5";"evenness";2,02996586178228;"observed"
2017;7;"C5";"evenness";1,97962633005252;"observed"
2018;7;"C5";"evenness";1;"observed"
2019;7;"C5";"evenness";4,75192506506348;"observed"
2015;8;"C5";"evenness";1,07177416309583;"observed"
2016;8;"C5";"evenness";4,64008817364074;"observed"
2017;8;"C5";"evenness";1,5691925832142;"observed"
2018;8;"C5";"evenness";1;"observed"
2019;8;"C5";"evenness";4,26142594087446;"observed"
2015;9;"C5";"evenness";1,26338125030273;"observed"
2016;9;"C5";"evenness";4,92593669483027;"observed"
2017;9;"C5";"evenness";1;"observed"
2018;9;"C5";"evenness";1;"observed"
2019;9;"C5";"evenness";3,89532045153428;"observed"
2015;1;"C6";"evenness";5,15262394440924;"observed"
2016;1;"C6";"evenness";2,68487707526378;"observed"
2017;1;"C6";"evenness";2,44719373148199;"observed"
2018;1;"C6";"evenness";1,13899682801026;"observed"
2019;1;"C6";"evenness";1,57314807664611;"observed"
2015;2;"C6";"evenness";7,11972061962288;"observed"
2016;2;"C6";"evenness";3,99595916519844;"observed"
2017;2;"C6";"evenness";3,11931671590012;"observed"
2018;2;"C6";"evenness";1,19412703122239;"observed"
2019;2;"C6";"evenness";2,15088617038261;"observed"
2015;3;"C6";"evenness";4,59509311413181;"observed"
2016;3;"C6";"evenness";3,15427986220279;"observed"
2017;3;"C6";"evenness";5,28100582633405;"observed"
2018;3;"C6";"evenness";2,27402539989211;"observed"
2019;3;"C6";"evenness";1,72117694220358;"observed"
2015;4;"C6";"evenness";8,98366070511765;"observed"
2016;4;"C6";"evenness";2,98775769182548;"observed"
2017;4;"C6";"evenness";1,91407712027386;"observed"
2018;4;"C6";"evenness";2,35299425282909;"observed"
2019;4;"C6";"evenness";1,93736379517116;"observed"
2015;5;"C6";"evenness";4,00419058125338;"observed"
2016;5;"C6";"evenness";2,39077377742517;"observed"
2017;5;"C6";"evenness";1,60892376531934;"observed"
2018;5;"C6";"evenness";1,90636149797315;"observed"
2019;5;"C6";"evenness";1,78838887961749;"observed"
2015;6;"C6";"evenness";3,06285866775302;"observed"
2016;6;"C6";"evenness";3,7723245178691;"observed"
2017;6;"C6";"evenness";4,45708220568602;"observed"
2018;6;"C6";"evenness";1,275096721827;"observed"
2019;6;"C6";"evenness";1,58155439203379;"observed"
2015;7;"C6";"evenness";1;"observed"
2016;7;"C6";"evenness";2,02996586178228;"observed"
2017;7;"C6";"evenness";1,97962633005252;"observed"
2018;7;"C6";"evenness";1;"observed"
2019;7;"C6";"evenness";4,75192506506348;"observed"
2015;8;"C6";"evenness";1,07177416309583;"observed"
2016;8;"C6";"evenness";4,64008817364074;"observed"
2017;8;"C6";"evenness";1,5691925832142;"observed"
2018;8;"C6";"evenness";1;"observed"
2019;8;"C6";"evenness";4,26142594087446;"observed"
2015;9;"C6";"evenness";1,26338125030273;"observed"
2016;9;"C6";"evenness";4,92593669483027;"observed"
2017;9;"C6";"evenness";1;"observed"
2018;9;"C6";"evenness";1;"observed"
2019;9;"C6";"evenness";3,89532045153428;"observed"
2015;1;"D1";"evenness";5,15262394440924;"observed"
2016;1;"D1";"evenness";2,68487707526378;"observed"
2017;1;"D1";"evenness";2,44719373148199;"observed"
2018;1;"D1";"evenness";1,13899682801026;"observed"
2019;1;"D1";"evenness";1,57314807664611;"observed"
2015;2;"D1";"evenness";7,11972061962288;"observed"
2016;2;"D1";"evenness";3,99595916519844;"observed"
2017;2;"D1";"evenness";3,11931671590012;"observed"
2018;2;"D1";"evenness";1,19412703122239;"observed"
2019;2;"D1";"evenness";2,15088617038261;"observed"
2015;3;"D1";"evenness";4,59509311413181;"observed"
2016;3;"D1";"evenness";3,15427986220279;"observed"
2017;3;"D1";"evenness";5,28100582633405;"observed"
2018;3;"D1";"evenness";2,27402539989211;"observed"
2019;3;"D1";"evenness";1,72117694220358;"observed"
2015;4;"D1";"evenness";8,98366070511765;"observed"
2016;4;"D1";"evenness";2,98775769182548;"observed"
2017;4;"D1";"evenness";1,91407712027386;"observed"
2018;4;"D1";"evenness";2,35299425282909;"observed"
2019;4;"D1";"evenness";1,93736379517116;"observed"
2015;5;"D1";"evenness";4,00419058125338;"observed"
2016;5;"D1";"evenness";2,39077377742517;"observed"
2017;5;"D1";"evenness";1,60892376531934;"observed"
2018;5;"D1";"evenness";1,90636149797315;"observed"
2019;5;"D1";"evenness";1,78838887961749;"observed"
2015;6;"D1";"evenness";3,06285866775302;"observed"
2016;6;"D1";"evenness";3,7723245178691;"observed"
2017;6;"D1";"evenness";4,45708220568602;"observed"
2018;6;"D1";"evenness";1,275096721827;"observed"
2019;6;"D1";"evenness";1,58155439203379;"observed"
2015;7;"D1";"evenness";1;"observed"
2016;7;"D1";"evenness";2,02996586178228;"observed"
2017;7;"D1";"evenness";1,97962633005252;"observed"
2018;7;"D1";"evenness";1;"observed"
2019;7;"D1";"evenness";4,75192506506348;"observed"
2015;8;"D1";"evenness";1,07177416309583;"observed"
2016;8;"D1";"evenness";4,64008817364074;"observed"
2017;8;"D1";"evenness";1,5691925832142;"observed"
2018;8;"D1";"evenness";1;"observed"
2019;8;"D1";"evenness";4,26142594087446;"observed"
2015;9;"D1";"evenness";1,26338125030273;"observed"
2016;9;"D1";"evenness";4,92593669483027;"observed"
2017;9;"D1";"evenness";1;"observed"
2018;9;"D1";"evenness";1;"observed"
2019;9;"D1";"evenness";3,89532045153428;"observed"
2015;1;"D2";"evenness";5,15262394440924;"observed"
2016;1;"D2";"evenness";2,68487707526378;"observed"
2017;1;"D2";"evenness";2,44719373148199;"observed"
2018;1;"D2";"evenness";1,13899682801026;"observed"
2019;1;"D2";"evenness";1,57314807664611;"observed"
2015;2;"D2";"evenness";7,11972061962288;"observed"
2016;2;"D2";"evenness";3,99595916519844;"observed"
2017;2;"D2";"evenness";3,11931671590012;"observed"
2018;2;"D2";"evenness";1,19412703122239;"observed"
2019;2;"D2";"evenness";2,15088617038261;"observed"
2015;3;"D2";"evenness";4,59509311413181;"observed"
2016;3;"D2";"evenness";3,15427986220279;"observed"
2017;3;"D2";"evenness";5,28100582633405;"observed"
2018;3;"D2";"evenness";2,27402539989211;"observed"
2019;3;"D2";"evenness";1,72117694220358;"observed"
2015;4;"D2";"evenness";8,98366070511765;"observed"
2016;4;"D2";"evenness";2,98775769182548;"observed"
2017;4;"D2";"evenness";1,91407712027386;"observed"
2018;4;"D2";"evenness";2,35299425282909;"observed"
2019;4;"D2";"evenness";1,93736379517116;"observed"
2015;5;"D2";"evenness";4,00419058125338;"observed"
2016;5;"D2";"evenness";2,39077377742517;"observed"
2017;5;"D2";"evenness";1,60892376531934;"observed"
2018;5;"D2";"evenness";1,90636149797315;"observed"
2019;5;"D2";"evenness";1,78838887961749;"observed"
2015;6;"D2";"evenness";3,06285866775302;"observed"
2016;6;"D2";"evenness";3,7723245178691;"observed"
2017;6;"D2";"evenness";4,45708220568602;"observed"
2018;6;"D2";"evenness";1,275096721827;"observed"
2019;6;"D2";"evenness";1,58155439203379;"observed"
2015;7;"D2";"evenness";1;"observed"
2016;7;"D2";"evenness";2,02996586178228;"observed"
2017;7;"D2";"evenness";1,97962633005252;"observed"
2018;7;"D2";"evenness";1;"observed"
2019;7;"D2";"evenness";4,75192506506348;"observed"
2015;8;"D2";"evenness";1,07177416309583;"observed"
2016;8;"D2";"evenness";4,64008817364074;"observed"
2017;8;"D2";"evenness";1,5691925832142;"observed"
2018;8;"D2";"evenness";1;"observed"
2019;8;"D2";"evenness";4,26142594087446;"observed"
2015;9;"D2";"evenness";1,26338125030273;"observed"
2016;9;"D2";"evenness";4,92593669483027;"observed"
2017;9;"D2";"evenness";1;"observed"
2018;9;"D2";"evenness";1;"observed"
2019;9;"D2";"evenness";3,89532045153428;"observed"
2015;1;"D3";"evenness";5,15262394440924;"observed"
2016;1;"D3";"evenness";2,68487707526378;"observed"
2017;1;"D3";"evenness";2,44719373148199;"observed"
2018;1;"D3";"evenness";1,13899682801026;"observed"
2019;1;"D3";"evenness";1,57314807664611;"observed"
2015;2;"D3";"evenness";7,11972061962288;"observed"
2016;2;"D3";"evenness";3,99595916519844;"observed"
2017;2;"D3";"evenness";3,11931671590012;"observed"
2018;2;"D3";"evenness";1,19412703122239;"observed"
2019;2;"D3";"evenness";2,15088617038261;"observed"
2015;3;"D3";"evenness";4,59509311413181;"observed"
2016;3;"D3";"evenness";3,15427986220279;"observed"
2017;3;"D3";"evenness";5,28100582633405;"observed"
2018;3;"D3";"evenness";2,27402539989211;"observed"
2019;3;"D3";"evenness";1,72117694220358;"observed"
2015;4;"D3";"evenness";8,98366070511765;"observed"
2016;4;"D3";"evenness";2,98775769182548;"observed"
2017;4;"D3";"evenness";1,91407712027386;"observed"
2018;4;"D3";"evenness";2,35299425282909;"observed"
2019;4;"D3";"evenness";1,93736379517116;"observed"
2015;5;"D3";"evenness";4,00419058125338;"observed"
2016;5;"D3";"evenness";2,39077377742517;"observed"
2017;5;"D3";"evenness";1,60892376531934;"observed"
2018;5;"D3";"evenness";1,90636149797315;"observed"
2019;5;"D3";"evenness";1,78838887961749;"observed"
2015;6;"D3";"evenness";3,06285866775302;"observed"
2016;6;"D3";"evenness";3,7723245178691;"observed"
2017;6;"D3";"evenness";4,45708220568602;"observed"
2018;6;"D3";"evenness";1,275096721827;"observed"
2019;6;"D3";"evenness";1,58155439203379;"observed"
2015;7;"D3";"evenness";1;"observed"
2016;7;"D3";"evenness";2,02996586178228;"observed"
2017;7;"D3";"evenness";1,97962633005252;"observed"
2018;7;"D3";"evenness";1;"observed"
2019;7;"D3";"evenness";4,75192506506348;"observed"
2015;8;"D3";"evenness";1,07177416309583;"observed"
2016;8;"D3";"evenness";4,64008817364074;"observed"
2017;8;"D3";"evenness";1,5691925832142;"observed"
2018;8;"D3";"evenness";1;"observed"
2019;8;"D3";"evenness";4,26142594087446;"observed"
2015;9;"D3";"evenness";1,26338125030273;"observed"
2016;9;"D3";"evenness";4,92593669483027;"observed"
2017;9;"D3";"evenness";1;"observed"
2018;9;"D3";"evenness";1;"observed"
2019;9;"D3";"evenness";3,89532045153428;"observed"
2015;1;"D4";"evenness";5,30041631342743;"observed"
2016;1;"D4";"evenness";2,83325100549724;"observed"
2017;1;"D4";"evenness";2,85713582476504;"observed"
2018;1;"D4";"evenness";1,07641815696816;"observed"
2019;1;"D4";"evenness";1,70231070843476;"observed"
2015;2;"D4";"evenness";4,63702336000257;"observed"
2016;2;"D4";"evenness";1,77609960609827;"observed"
2017;2;"D4";"evenness";2,22939085763845;"observed"
2018;2;"D4";"evenness";1,48619657654281;"observed"
2019;2;"D4";"evenness";1,96226351843908;"observed"
2015;3;"D4";"evenness";3,61673777092181;"observed"
2016;3;"D4";"evenness";1,75931680111261;"observed"
2017;3;"D4";"evenness";5,34008634109648;"observed"
2018;3;"D4";"evenness";2,83372962962204;"observed"
2019;3;"D4";"evenness";1,54202891072658;"observed"
2015;4;"D4";"evenness";5,74810151024975;"observed"
2016;4;"D4";"evenness";2,48560381943053;"observed"
2017;4;"D4";"evenness";1,52424507474301;"observed"
2018;4;"D4";"evenness";1,96013170420779;"observed"
2019;4;"D4";"evenness";1,48889773556434;"observed"
2015;5;"D4";"evenness";4,63056987853593;"observed"
2016;5;"D4";"evenness";2,13072753602714;"observed"
2017;5;"D4";"evenness";1,82126528457702;"observed"
2018;5;"D4";"evenness";1,67305812675851;"observed"
2019;5;"D4";"evenness";2,06177292397618;"observed"
2015;6;"D4";"evenness";2,99799571943333;"observed"
2016;6;"D4";"evenness";3,13310442934713;"observed"
2017;6;"D4";"evenness";4,72090410468571;"observed"
2018;6;"D4";"evenness";1,19150600336174;"observed"
2019;6;"D4";"evenness";1,67260729297423;"observed"
2015;7;"D4";"evenness";1,05711772293368;"observed"
2016;7;"D4";"evenness";4,68458435239109;"observed"
2017;7;"D4";"evenness";3,94376601460043;"observed"
2018;7;"D4";"evenness";1;"observed"
2019;7;"D4";"evenness";4,54811396536739;"observed"
2015;8;"D4";"evenness";1,50699306577254;"observed"
2016;8;"D4";"evenness";2,8825817995728;"observed"
2017;8;"D4";"evenness";1,88703111793127;"observed"
2018;8;"D4";"evenness";1;"observed"
2019;8;"D4";"evenness";4,60284967105012;"observed"
2015;9;"D4";"evenness";1,09371266873788;"observed"
2016;9;"D4";"evenness";4,52729093886775;"observed"
2017;9;"D4";"evenness";1;"observed"
2018;9;"D4";"evenness";1;"observed"
2019;9;"D4";"evenness";4,11186694261259;"observed"
2015;1;"D5";"evenness";5,30041631342743;"observed"
2016;1;"D5";"evenness";2,83325100549724;"observed"
2017;1;"D5";"evenness";2,85713582476504;"observed"
2018;1;"D5";"evenness";1,07641815696816;"observed"
2019;1;"D5";"evenness";1,70231070843476;"observed"
2015;2;"D5";"evenness";4,63702336000257;"observed"
2016;2;"D5";"evenness";1,77609960609827;"observed"
2017;2;"D5";"evenness";2,22939085763845;"observed"
2018;2;"D5";"evenness";1,48619657654281;"observed"
2019;2;"D5";"evenness";1,96226351843908;"observed"
2015;3;"D5";"evenness";3,61673777092181;"observed"
2016;3;"D5";"evenness";1,75931680111261;"observed"
2017;3;"D5";"evenness";5,34008634109648;"observed"
2018;3;"D5";"evenness";2,83372962962204;"observed"
2019;3;"D5";"evenness";1,54202891072658;"observed"
2015;4;"D5";"evenness";5,74810151024975;"observed"
2016;4;"D5";"evenness";2,48560381943053;"observed"
2017;4;"D5";"evenness";1,52424507474301;"observed"
2018;4;"D5";"evenness";1,96013170420779;"observed"
2019;4;"D5";"evenness";1,48889773556434;"observed"
2015;5;"D5";"evenness";4,63056987853593;"observed"
2016;5;"D5";"evenness";2,13072753602714;"observed"
2017;5;"D5";"evenness";1,82126528457702;"observed"
2018;5;"D5";"evenness";1,67305812675851;"observed"
2019;5;"D5";"evenness";2,06177292397618;"observed"
2015;6;"D5";"evenness";2,99799571943333;"observed"
2016;6;"D5";"evenness";3,13310442934713;"observed"
2017;6;"D5";"evenness";4,72090410468571;"observed"
2018;6;"D5";"evenness";1,19150600336174;"observed"
2019;6;"D5";"evenness";1,67260729297423;"observed"
2015;7;"D5";"evenness";1,05711772293368;"observed"
2016;7;"D5";"evenness";4,68458435239109;"observed"
2017;7;"D5";"evenness";3,94376601460043;"observed"
2018;7;"D5";"evenness";1;"observed"
2019;7;"D5";"evenness";4,54811396536739;"observed"
2015;8;"D5";"evenness";1,50699306577254;"observed"
2016;8;"D5";"evenness";2,8825817995728;"observed"
2017;8;"D5";"evenness";1,88703111793127;"observed"
2018;8;"D5";"evenness";1;"observed"
2019;8;"D5";"evenness";4,60284967105012;"observed"
2015;9;"D5";"evenness";1,09371266873788;"observed"
2016;9;"D5";"evenness";4,52729093886775;"observed"
2017;9;"D5";"evenness";1;"observed"
2018;9;"D5";"evenness";1;"observed"
2019;9;"D5";"evenness";4,11186694261259;"observed"
2015;1;"D6";"evenness";5,30041631342743;"observed"
2016;1;"D6";"evenness";2,83325100549724;"observed"
2017;1;"D6";"evenness";2,85713582476504;"observed"
2018;1;"D6";"evenness";1,07641815696816;"observed"
2019;1;"D6";"evenness";1,70231070843476;"observed"
2015;2;"D6";"evenness";4,63702336000257;"observed"
2016;2;"D6";"evenness";1,77609960609827;"observed"
2017;2;"D6";"evenness";2,22939085763845;"observed"
2018;2;"D6";"evenness";1,48619657654281;"observed"
2019;2;"D6";"evenness";1,96226351843908;"observed"
2015;3;"D6";"evenness";3,61673777092181;"observed"
2016;3;"D6";"evenness";1,75931680111261;"observed"
2017;3;"D6";"evenness";5,34008634109648;"observed"
2018;3;"D6";"evenness";2,83372962962204;"observed"
2019;3;"D6";"evenness";1,54202891072658;"observed"
2015;4;"D6";"evenness";5,74810151024975;"observed"
2016;4;"D6";"evenness";2,48560381943053;"observed"
2017;4;"D6";"evenness";1,52424507474301;"observed"
2018;4;"D6";"evenness";1,96013170420779;"observed"
2019;4;"D6";"evenness";1,48889773556434;"observed"
2015;5;"D6";"evenness";4,63056987853593;"observed"
2016;5;"D6";"evenness";2,13072753602714;"observed"
2017;5;"D6";"evenness";1,82126528457702;"observed"
2018;5;"D6";"evenness";1,67305812675851;"observed"
2019;5;"D6";"evenness";2,06177292397618;"observed"
2015;6;"D6";"evenness";2,99799571943333;"observed"
2016;6;"D6";"evenness";3,13310442934713;"observed"
2017;6;"D6";"evenness";4,72090410468571;"observed"
2018;6;"D6";"evenness";1,19150600336174;"observed"
2019;6;"D6";"evenness";1,67260729297423;"observed"
2015;7;"D6";"evenness";1,05711772293368;"observed"
2016;7;"D6";"evenness";4,68458435239109;"observed"
2017;7;"D6";"evenness";3,94376601460043;"observed"
2018;7;"D6";"evenness";1;"observed"
2019;7;"D6";"evenness";4,54811396536739;"observed"
2015;8;"D6";"evenness";1,50699306577254;"observed"
2016;8;"D6";"evenness";2,8825817995728;"observed"
2017;8;"D6";"evenness";1,88703111793127;"observed"
2018;8;"D6";"evenness";1;"observed"
2019;8;"D6";"evenness";4,60284967105012;"observed"
2015;9;"D6";"evenness";1,09371266873788;"observed"
2016;9;"D6";"evenness";4,52729093886775;"observed"
2017;9;"D6";"evenness";1;"observed"
2018;9;"D6";"evenness";1;"observed"
2019;9;"D6";"evenness";4,11186694261259;"observed"
2015;1;"E1";"evenness";5,30041631342743;"observed"
2016;1;"E1";"evenness";2,83325100549724;"observed"
2017;1;"E1";"evenness";2,85713582476504;"observed"
2018;1;"E1";"evenness";1,07641815696816;"observed"
2019;1;"E1";"evenness";1,70231070843476;"observed"
2015;2;"E1";"evenness";4,63702336000257;"observed"
2016;2;"E1";"evenness";1,77609960609827;"observed"
2017;2;"E1";"evenness";2,22939085763845;"observed"
2018;2;"E1";"evenness";1,48619657654281;"observed"
2019;2;"E1";"evenness";1,96226351843908;"observed"
2015;3;"E1";"evenness";3,61673777092181;"observed"
2016;3;"E1";"evenness";1,75931680111261;"observed"
2017;3;"E1";"evenness";5,34008634109648;"observed"
2018;3;"E1";"evenness";2,83372962962204;"observed"
2019;3;"E1";"evenness";1,54202891072658;"observed"
2015;4;"E1";"evenness";5,74810151024975;"observed"
2016;4;"E1";"evenness";2,48560381943053;"observed"
2017;4;"E1";"evenness";1,52424507474301;"observed"
2018;4;"E1";"evenness";1,96013170420779;"observed"
2019;4;"E1";"evenness";1,48889773556434;"observed"
2015;5;"E1";"evenness";4,63056987853593;"observed"
2016;5;"E1";"evenness";2,13072753602714;"observed"
2017;5;"E1";"evenness";1,82126528457702;"observed"
2018;5;"E1";"evenness";1,67305812675851;"observed"
2019;5;"E1";"evenness";2,06177292397618;"observed"
2015;6;"E1";"evenness";2,99799571943333;"observed"
2016;6;"E1";"evenness";3,13310442934713;"observed"
2017;6;"E1";"evenness";4,72090410468571;"observed"
2018;6;"E1";"evenness";1,19150600336174;"observed"
2019;6;"E1";"evenness";1,67260729297423;"observed"
2015;7;"E1";"evenness";1,05711772293368;"observed"
2016;7;"E1";"evenness";4,68458435239109;"observed"
2017;7;"E1";"evenness";3,94376601460043;"observed"
2018;7;"E1";"evenness";1;"observed"
2019;7;"E1";"evenness";4,54811396536739;"observed"
2015;8;"E1";"evenness";1,50699306577254;"observed"
2016;8;"E1";"evenness";2,8825817995728;"observed"
2017;8;"E1";"evenness";1,88703111793127;"observed"
2018;8;"E1";"evenness";1;"observed"
2019;8;"E1";"evenness";4,60284967105012;"observed"
2015;9;"E1";"evenness";1,09371266873788;"observed"
2016;9;"E1";"evenness";4,52729093886775;"observed"
2017;9;"E1";"evenness";1;"observed"
2018;9;"E1";"evenness";1;"observed"
2019;9;"E1";"evenness";4,11186694261259;"observed"
